in s,C1 in V,C2 in V
8.616000E-04,-3.98633E-02,-2.23354E+00
8.618400E-04,-4.18164E-02,-2.23906E+00
8.620800E-04,-3.88867E-02,-2.23906E+00
8.623200E-04,-4.18164E-02,-2.22802E+00
8.625600E-04,-4.27930E-02,-2.23354E+00
8.628000E-04,-4.08398E-02,-2.21147E+00
8.630400E-04,-4.18164E-02,-2.25009E+00
8.632800E-04,-3.98633E-02,-2.22250E+00
8.635200E-04,-3.98633E-02,-2.23906E+00
8.637600E-04,-3.88867E-02,-2.23906E+00
8.640000E-04,-3.79102E-02,-2.23354E+00
8.642400E-04,-4.08398E-02,-2.23906E+00
8.644800E-04,-3.79102E-02,-2.24457E+00
8.647200E-04,-4.27930E-02,-2.22802E+00
8.649600E-04,-4.08398E-02,-2.22250E+00
8.652000E-04,-3.79102E-02,-2.23354E+00
8.654400E-04,-4.08398E-02,-2.21147E+00
8.656800E-04,-3.98633E-02,-2.24457E+00
8.659200E-04,-4.08398E-02,-2.25009E+00
8.661600E-04,-3.98633E-02,-2.22802E+00
8.664000E-04,-3.88867E-02,-2.23906E+00
8.666400E-04,-3.98633E-02,-2.23906E+00
8.668800E-04,-4.08398E-02,-2.23906E+00
8.671200E-04,-3.98633E-02,-2.23354E+00
8.673600E-04,-4.18164E-02,-2.25009E+00
8.676000E-04,-4.27930E-02,-2.27216E+00
8.678400E-04,-4.08398E-02,-2.25561E+00
8.680800E-04,-4.47461E-02,-2.23354E+00
8.683200E-04,-4.18164E-02,-2.27216E+00
8.685600E-04,-4.37695E-02,-2.26113E+00
8.688000E-04,-3.98633E-02,-2.24457E+00
8.690400E-04,-4.08398E-02,-2.23354E+00
8.692800E-04,-4.27930E-02,-2.23906E+00
8.695200E-04,-4.08398E-02,-2.22802E+00
8.697600E-04,-4.08398E-02,-2.23354E+00
8.700000E-04,-3.98633E-02,-2.21147E+00
8.702400E-04,-4.18164E-02,-2.20595E+00
8.704800E-04,-4.08398E-02,-2.21698E+00
8.707200E-04,-3.79102E-02,-2.20043E+00
8.709600E-04,-3.98633E-02,-2.20595E+00
8.712000E-04,-4.08398E-02,-2.21147E+00
8.714400E-04,-3.98633E-02,-2.20043E+00
8.716800E-04,-4.08398E-02,-2.20043E+00
8.719200E-04,-3.79102E-02,-2.19491E+00
8.721600E-04,-4.08398E-02,-2.20043E+00
8.724000E-04,-3.79102E-02,-2.17284E+00
8.726400E-04,-3.79102E-02,-2.18940E+00
8.728800E-04,-3.88867E-02,-2.20043E+00
8.731200E-04,-4.08398E-02,-2.19491E+00
8.733600E-04,-4.27930E-02,-2.20043E+00
8.736000E-04,-4.18164E-02,-2.18940E+00
8.738400E-04,-3.88867E-02,-2.21147E+00
8.740800E-04,-4.18164E-02,-2.19491E+00
8.743200E-04,-3.98633E-02,-2.18388E+00
8.745600E-04,-4.27930E-02,-2.20043E+00
8.748000E-04,-4.08398E-02,-2.20043E+00
8.750400E-04,-4.08398E-02,-2.18388E+00
8.752800E-04,-4.08398E-02,-2.20043E+00
8.755200E-04,-4.08398E-02,-2.17836E+00
8.757600E-04,-4.08398E-02,-2.17836E+00
8.760000E-04,-4.08398E-02,-2.17836E+00
8.762400E-04,-3.88867E-02,-2.18388E+00
8.764800E-04,-4.08398E-02,-2.18388E+00
8.767200E-04,-3.79102E-02,-2.17836E+00
8.769600E-04,-4.08398E-02,-2.17284E+00
8.772000E-04,-3.98633E-02,-2.16181E+00
8.774400E-04,-4.08398E-02,-2.18388E+00
8.776800E-04,-4.08398E-02,-2.16733E+00
8.779200E-04,-4.08398E-02,-2.15629E+00
8.781600E-04,-4.18164E-02,-2.17836E+00
8.784000E-04,-4.27930E-02,-2.16181E+00
8.786400E-04,-3.98633E-02,-2.16733E+00
8.788800E-04,-3.98633E-02,-2.15629E+00
8.791200E-04,-4.08398E-02,-2.15629E+00
8.793600E-04,-3.69336E-02,-2.16733E+00
8.796000E-04,-4.08398E-02,-2.15629E+00
8.798400E-04,-4.08398E-02,-2.15629E+00
8.800800E-04,-4.27930E-02,-2.17284E+00
8.803200E-04,-4.18164E-02,-2.17284E+00
8.805600E-04,-3.88867E-02,-2.15077E+00
8.808000E-04,-3.88867E-02,-2.15629E+00
8.810400E-04,-3.88867E-02,-2.15629E+00
8.812800E-04,-4.18164E-02,-2.14526E+00
8.815200E-04,-4.18164E-02,-2.13974E+00
8.817600E-04,-4.18164E-02,-2.13974E+00
8.820000E-04,-4.18164E-02,-2.13974E+00
8.822400E-04,-4.18164E-02,-2.15629E+00
8.824800E-04,-3.88867E-02,-2.16181E+00
8.827200E-04,-4.08398E-02,-2.13422E+00
8.829600E-04,-4.08398E-02,-2.13422E+00
8.832000E-04,-4.18164E-02,-2.15077E+00
8.834400E-04,-4.18164E-02,-2.14526E+00
8.836800E-04,-4.27930E-02,-2.15629E+00
8.839200E-04,-4.18164E-02,-2.15629E+00
8.841600E-04,-3.98633E-02,-2.16181E+00
8.844000E-04,-3.88867E-02,-2.16181E+00
8.846400E-04,-3.98633E-02,-2.15629E+00
8.848800E-04,-4.18164E-02,-2.17284E+00
8.851200E-04,-3.88867E-02,-2.15077E+00
8.853600E-04,-3.98633E-02,-2.16181E+00
8.856000E-04,-3.98633E-02,-2.17284E+00
8.858400E-04,-4.18164E-02,-2.17284E+00
8.860800E-04,-3.88867E-02,-2.15077E+00
8.863200E-04,-4.08398E-02,-2.14526E+00
8.865600E-04,-4.08398E-02,-2.14526E+00
8.868000E-04,-3.88867E-02,-2.16181E+00
8.870400E-04,-4.08398E-02,-2.14526E+00
8.872800E-04,-3.79102E-02,-2.13974E+00
8.875200E-04,-4.08398E-02,-2.12319E+00
8.877600E-04,-3.98633E-02,-2.16181E+00
8.880000E-04,-3.98633E-02,-2.15077E+00
8.882400E-04,-4.37695E-02,-2.15077E+00
8.884800E-04,-4.18164E-02,-2.12870E+00
8.887200E-04,-4.18164E-02,-2.13422E+00
8.889600E-04,-4.08398E-02,-2.13974E+00
8.892000E-04,-3.98633E-02,-2.13422E+00
8.894400E-04,-4.08398E-02,-2.12319E+00
8.896800E-04,-4.18164E-02,-2.13974E+00
8.899200E-04,-3.98633E-02,-2.13422E+00
8.901600E-04,-4.37695E-02,-2.14526E+00
8.904000E-04,-3.79102E-02,-2.12319E+00
8.906400E-04,-3.88867E-02,-2.12319E+00
8.908800E-04,-4.08398E-02,-2.11215E+00
8.911200E-04,-3.88867E-02,-2.13974E+00
8.913600E-04,-4.08398E-02,-2.13422E+00
8.916000E-04,-3.88867E-02,-2.13422E+00
8.918400E-04,-4.08398E-02,-2.12319E+00
8.920800E-04,-3.98633E-02,-2.12870E+00
8.923200E-04,-3.79102E-02,-2.12319E+00
8.925600E-04,-4.08398E-02,-2.10663E+00
8.928000E-04,-4.08398E-02,-2.12319E+00
8.930400E-04,-3.88867E-02,-2.10112E+00
8.932800E-04,-4.08398E-02,-2.10663E+00
8.935200E-04,-4.37695E-02,-2.10663E+00
8.937600E-04,-4.08398E-02,-2.10663E+00
8.940000E-04,-3.88867E-02,-2.09560E+00
8.942400E-04,-4.18164E-02,-2.09560E+00
8.944800E-04,-4.37695E-02,-2.09560E+00
8.947200E-04,-3.98633E-02,-2.07905E+00
8.949600E-04,-3.88867E-02,-2.06249E+00
8.952000E-04,-4.08398E-02,-2.09008E+00
8.954400E-04,-4.27930E-02,-2.07905E+00
8.956800E-04,-4.08398E-02,-2.09008E+00
8.959200E-04,-4.08398E-02,-2.09560E+00
8.961600E-04,-3.98633E-02,-2.06249E+00
8.964000E-04,-4.37695E-02,-2.05698E+00
8.966400E-04,-4.27930E-02,-2.06249E+00
8.968800E-04,-4.08398E-02,-2.06249E+00
8.971200E-04,-4.08398E-02,-2.06249E+00
8.973600E-04,-3.98633E-02,-2.04042E+00
8.976000E-04,-4.27930E-02,-2.06249E+00
8.978400E-04,-4.27930E-02,-2.04042E+00
8.980800E-04,-4.08398E-02,-2.05698E+00
8.983200E-04,-4.37695E-02,-2.05698E+00
8.985600E-04,-3.88867E-02,-2.04042E+00
8.988000E-04,-4.47461E-02,-2.04594E+00
8.990400E-04,-3.69336E-02,-2.05146E+00
8.992800E-04,-4.08398E-02,-2.05146E+00
8.995200E-04,-3.98633E-02,-2.05146E+00
8.997600E-04,-4.27930E-02,-2.04042E+00
9.000000E-04,-4.08398E-02,-2.03490E+00
9.002400E-04,-4.37695E-02,-2.02387E+00
9.004800E-04,-3.88867E-02,-2.03490E+00
9.007200E-04,-4.37695E-02,-2.02387E+00
9.009600E-04,-4.08398E-02,-2.01835E+00
9.012000E-04,-3.98633E-02,-2.00180E+00
9.014400E-04,-3.88867E-02,-2.01835E+00
9.016800E-04,-4.08398E-02,-2.01835E+00
9.019200E-04,-3.79102E-02,-2.02939E+00
9.021600E-04,-4.08398E-02,-2.02939E+00
9.024000E-04,-3.79102E-02,-2.01283E+00
9.026400E-04,-4.18164E-02,-2.02939E+00
9.028800E-04,-4.18164E-02,-2.01835E+00
9.031200E-04,-4.27930E-02,-2.01835E+00
9.033600E-04,-3.98633E-02,-2.01835E+00
9.036000E-04,-4.08398E-02,-1.98525E+00
9.038400E-04,-4.08398E-02,-2.00732E+00
9.040800E-04,-3.88867E-02,-2.01283E+00
9.043200E-04,-4.18164E-02,-2.00180E+00
9.045600E-04,-4.27930E-02,-1.97973E+00
9.048000E-04,-4.08398E-02,-1.99076E+00
9.050400E-04,-4.08398E-02,-1.97973E+00
9.052800E-04,-4.57227E-02,-1.99076E+00
9.055200E-04,-4.08398E-02,-1.97973E+00
9.057600E-04,-4.08398E-02,-1.97421E+00
9.060000E-04,-4.08398E-02,-1.97973E+00
9.062400E-04,-4.18164E-02,-1.96869E+00
9.064800E-04,-4.08398E-02,-1.97421E+00
9.067200E-04,-4.08398E-02,-1.97421E+00
9.069600E-04,-3.98633E-02,-1.97973E+00
9.072000E-04,-4.08398E-02,-1.95766E+00
9.074400E-04,-3.88867E-02,-1.95766E+00
9.076800E-04,-4.08398E-02,-1.96318E+00
9.079200E-04,-4.08398E-02,-1.96318E+00
9.081600E-04,-4.08398E-02,-1.96318E+00
9.084000E-04,-4.18164E-02,-1.95766E+00
9.086400E-04,-4.37695E-02,-1.94662E+00
9.088800E-04,-4.37695E-02,-1.94662E+00
9.091200E-04,-4.47461E-02,-1.95766E+00
9.093600E-04,-4.37695E-02,-1.94662E+00
9.096000E-04,-4.18164E-02,-1.92455E+00
9.098400E-04,-4.47461E-02,-1.95214E+00
9.100800E-04,-3.69336E-02,-1.93559E+00
9.103200E-04,-4.18164E-02,-1.94662E+00
9.105600E-04,-4.18164E-02,-1.93007E+00
9.108000E-04,-3.98633E-02,-1.91904E+00
9.110400E-04,-4.08398E-02,-1.89697E+00
9.112800E-04,-4.27930E-02,-1.93007E+00
9.115200E-04,-4.18164E-02,-1.91904E+00
9.117600E-04,-3.98633E-02,-1.91904E+00
9.120000E-04,-4.08398E-02,-1.89697E+00
9.122400E-04,-3.88867E-02,-1.88593E+00
9.124800E-04,-3.98633E-02,-1.89697E+00
9.127200E-04,-4.08398E-02,-1.89145E+00
9.129600E-04,-3.79102E-02,-1.89145E+00
9.132000E-04,-3.88867E-02,-1.89697E+00
9.134400E-04,-4.08398E-02,-1.89145E+00
9.136800E-04,-4.37695E-02,-1.88593E+00
9.139200E-04,-3.98633E-02,-1.89145E+00
9.141600E-04,-4.08398E-02,-1.89145E+00
9.144000E-04,-4.08398E-02,-1.88593E+00
9.146400E-04,-4.18164E-02,-1.89145E+00
9.148800E-04,-4.18164E-02,-1.88041E+00
9.151200E-04,-4.08398E-02,-1.86938E+00
9.153600E-04,-4.18164E-02,-1.87490E+00
9.156000E-04,-4.08398E-02,-1.87490E+00
9.158400E-04,-4.08398E-02,-1.85834E+00
9.160800E-04,-4.08398E-02,-1.86938E+00
9.163200E-04,-4.08398E-02,-1.85834E+00
9.165600E-04,-4.27930E-02,-1.84731E+00
9.168000E-04,-4.08398E-02,-1.84179E+00
9.170400E-04,-4.08398E-02,-1.84179E+00
9.172800E-04,-4.27930E-02,-1.83627E+00
9.175200E-04,-4.18164E-02,-1.83075E+00
9.177600E-04,-4.27930E-02,-1.83075E+00
9.180000E-04,-4.37695E-02,-1.83627E+00
9.182400E-04,-4.08398E-02,-1.81420E+00
9.184800E-04,-4.08398E-02,-1.81972E+00
9.187200E-04,-4.18164E-02,-1.79213E+00
9.189600E-04,-3.88867E-02,-1.80317E+00
9.192000E-04,-4.08398E-02,-1.80317E+00
9.194400E-04,-4.27930E-02,-1.84731E+00
9.196800E-04,-3.98633E-02,-1.81420E+00
9.199200E-04,-4.18164E-02,-1.80317E+00
9.201600E-04,-4.27930E-02,-1.82524E+00
9.204000E-04,-4.08398E-02,-1.80317E+00
9.206400E-04,-3.79102E-02,-1.79765E+00
9.208800E-04,-3.88867E-02,-1.78661E+00
9.211200E-04,-3.98633E-02,-1.78110E+00
9.213600E-04,-3.98633E-02,-1.78110E+00
9.216000E-04,-4.08398E-02,-1.78661E+00
9.218400E-04,-4.08398E-02,-1.74247E+00
9.220800E-04,-3.98633E-02,-1.74799E+00
9.223200E-04,-4.18164E-02,-1.76454E+00
9.225600E-04,-4.08398E-02,-1.74799E+00
9.228000E-04,-3.98633E-02,-1.75903E+00
9.230400E-04,-4.37695E-02,-1.74247E+00
9.232800E-04,-4.08398E-02,-1.75351E+00
9.235200E-04,-4.08398E-02,-1.74799E+00
9.237600E-04,-3.98633E-02,-1.73144E+00
9.240000E-04,-3.88867E-02,-1.73144E+00
9.242400E-04,-3.79102E-02,-1.74247E+00
9.244800E-04,-3.98633E-02,-1.72592E+00
9.247200E-04,-4.37695E-02,-1.72040E+00
9.249600E-04,-4.08398E-02,-1.72040E+00
9.252000E-04,-4.18164E-02,-1.73144E+00
9.254400E-04,-3.98633E-02,-1.71489E+00
9.256800E-04,-4.18164E-02,-1.72592E+00
9.259200E-04,-4.18164E-02,-1.71489E+00
9.261600E-04,-4.18164E-02,-1.72592E+00
9.264000E-04,-4.08398E-02,-1.70937E+00
9.266400E-04,-3.79102E-02,-1.69833E+00
9.268800E-04,-4.37695E-02,-1.72040E+00
9.271200E-04,-3.98633E-02,-1.71489E+00
9.273600E-04,-4.08398E-02,-1.69282E+00
9.276000E-04,-3.88867E-02,-1.68730E+00
9.278400E-04,-4.08398E-02,-1.69282E+00
9.280800E-04,-4.08398E-02,-1.68178E+00
9.283200E-04,-4.08398E-02,-1.68730E+00
9.285600E-04,-4.18164E-02,-1.67074E+00
9.288000E-04,-4.08398E-02,-1.67074E+00
9.290400E-04,-3.98633E-02,-1.65971E+00
9.292800E-04,-4.08398E-02,-1.63764E+00
9.295200E-04,-4.08398E-02,-1.66523E+00
9.297600E-04,-4.37695E-02,-1.65419E+00
9.300000E-04,-4.37695E-02,-1.65419E+00
9.302400E-04,-4.08398E-02,-1.66523E+00
9.304800E-04,-4.18164E-02,-1.63764E+00
9.307200E-04,-4.08398E-02,-1.62109E+00
9.309600E-04,-3.69336E-02,-1.63212E+00
9.312000E-04,-3.88867E-02,-1.65419E+00
9.314400E-04,-4.08398E-02,-1.63212E+00
9.316800E-04,-3.98633E-02,-1.63764E+00
9.319200E-04,-4.18164E-02,-1.61557E+00
9.321600E-04,-3.88867E-02,-1.62109E+00
9.324000E-04,-4.08398E-02,-1.61557E+00
9.326400E-04,-4.08398E-02,-1.61557E+00
9.328800E-04,-3.88867E-02,-1.61557E+00
9.331200E-04,-3.98633E-02,-1.61005E+00
9.333600E-04,-3.88867E-02,-1.59350E+00
9.336000E-04,-4.08398E-02,-1.59350E+00
9.338400E-04,-3.98633E-02,-1.57695E+00
9.340800E-04,-4.08398E-02,-1.57695E+00
9.343200E-04,-4.08398E-02,-1.57695E+00
9.345600E-04,-4.37695E-02,-1.56039E+00
9.348000E-04,-3.88867E-02,-1.55488E+00
9.350400E-04,-3.88867E-02,-1.55488E+00
9.352800E-04,-3.98633E-02,-1.57143E+00
9.355200E-04,-3.79102E-02,-1.54936E+00
9.357600E-04,-4.08398E-02,-1.55488E+00
9.360000E-04,-4.08398E-02,-1.52177E+00
9.362400E-04,-3.79102E-02,-1.54936E+00
9.364800E-04,-4.18164E-02,-1.54384E+00
9.367200E-04,-4.08398E-02,-1.53832E+00
9.369600E-04,-4.18164E-02,-1.55488E+00
9.372000E-04,-3.88867E-02,-1.53281E+00
9.374400E-04,-3.88867E-02,-1.52177E+00
9.376800E-04,-4.08398E-02,-1.51625E+00
9.379200E-04,-4.27930E-02,-1.51073E+00
9.381600E-04,-3.88867E-02,-1.51625E+00
9.384000E-04,-4.08398E-02,-1.53281E+00
9.386400E-04,-3.79102E-02,-1.52177E+00
9.388800E-04,-4.08398E-02,-1.51073E+00
9.391200E-04,-4.37695E-02,-1.51625E+00
9.393600E-04,-3.88867E-02,-1.49418E+00
9.396000E-04,-3.88867E-02,-1.49418E+00
9.398400E-04,-3.69336E-02,-1.46659E+00
9.400800E-04,-3.98633E-02,-1.48866E+00
9.403200E-04,-3.88867E-02,-1.45556E+00
9.405600E-04,-4.08398E-02,-1.49418E+00
9.408000E-04,-3.98633E-02,-1.45556E+00
9.410400E-04,-3.98633E-02,-1.46108E+00
9.412800E-04,-4.37695E-02,-1.45004E+00
9.415200E-04,-4.27930E-02,-1.45556E+00
9.417600E-04,-3.98633E-02,-1.45004E+00
9.420000E-04,-4.08398E-02,-1.44452E+00
9.422400E-04,-4.08398E-02,-1.45556E+00
9.424800E-04,-4.08398E-02,-1.43349E+00
9.427200E-04,-4.08398E-02,-1.43349E+00
9.429600E-04,-4.08398E-02,-1.43901E+00
9.432000E-04,-4.08398E-02,-1.45556E+00
9.434400E-04,-4.18164E-02,-1.43349E+00
9.436800E-04,-3.49805E-02,-1.45004E+00
9.439200E-04,-4.18164E-02,-1.43901E+00
9.441600E-04,-4.18164E-02,-1.41142E+00
9.444000E-04,-4.27930E-02,-1.42245E+00
9.446400E-04,-4.18164E-02,-1.42245E+00
9.448800E-04,-4.37695E-02,-1.42797E+00
9.451200E-04,-3.88867E-02,-1.40038E+00
9.453600E-04,-3.98633E-02,-1.37831E+00
9.456000E-04,-4.08398E-02,-1.39487E+00
9.458400E-04,-3.69336E-02,-1.37831E+00
9.460800E-04,-3.88867E-02,-1.37831E+00
9.463200E-04,-4.08398E-02,-1.37280E+00
9.465600E-04,-4.08398E-02,-1.37280E+00
9.468000E-04,-4.37695E-02,-1.37280E+00
9.470400E-04,-3.79102E-02,-1.36176E+00
9.472800E-04,-3.88867E-02,-1.36728E+00
9.475200E-04,-3.59570E-02,-1.37280E+00
9.477600E-04,-4.27930E-02,-1.36176E+00
9.480000E-04,-4.08398E-02,-1.35624E+00
9.482400E-04,-3.79102E-02,-1.36176E+00
9.484800E-04,-3.88867E-02,-1.33969E+00
9.487200E-04,-4.18164E-02,-1.34521E+00
9.489600E-04,-4.18164E-02,-1.35073E+00
9.492000E-04,-3.98633E-02,-1.33417E+00
9.494400E-04,-4.08398E-02,-1.32865E+00
9.496800E-04,-4.18164E-02,-1.33417E+00
9.499200E-04,-4.18164E-02,-1.32314E+00
9.501600E-04,-4.37695E-02,-1.34521E+00
9.504000E-04,-4.27930E-02,-1.33417E+00
9.506400E-04,-4.27930E-02,-1.30658E+00
9.508800E-04,-4.18164E-02,-1.31210E+00
9.511200E-04,-4.08398E-02,-1.29555E+00
9.513600E-04,-4.27930E-02,-1.27348E+00
9.516000E-04,-4.27930E-02,-1.28451E+00
9.518400E-04,-4.08398E-02,-1.30107E+00
9.520800E-04,-4.08398E-02,-1.29003E+00
9.523200E-04,-4.08398E-02,-1.26244E+00
9.525600E-04,-4.08398E-02,-1.25141E+00
9.528000E-04,-3.88867E-02,-1.26244E+00
9.530400E-04,-3.88867E-02,-1.27348E+00
9.532800E-04,-4.18164E-02,-1.25693E+00
9.535200E-04,-4.08398E-02,-1.26244E+00
9.537600E-04,-3.69336E-02,-1.23486E+00
9.540000E-04,-4.27930E-02,-1.23486E+00
9.542400E-04,-3.98633E-02,-1.25141E+00
9.544800E-04,-4.18164E-02,-1.24037E+00
9.547200E-04,-3.79102E-02,-1.22382E+00
9.549600E-04,-4.08398E-02,-1.24589E+00
9.552000E-04,-4.18164E-02,-1.22934E+00
9.554400E-04,-4.37695E-02,-1.22934E+00
9.556800E-04,-3.98633E-02,-1.21279E+00
9.559200E-04,-4.18164E-02,-1.20175E+00
9.561600E-04,-4.18164E-02,-1.22382E+00
9.564000E-04,-3.98633E-02,-1.20175E+00
9.566400E-04,-4.08398E-02,-1.20727E+00
9.568800E-04,-4.18164E-02,-1.19072E+00
9.571200E-04,-4.08398E-02,-1.17968E+00
9.573600E-04,-4.57227E-02,-1.19072E+00
9.576000E-04,-4.08398E-02,-1.16865E+00
9.578400E-04,-4.37695E-02,-1.17416E+00
9.580800E-04,-3.88867E-02,-1.16865E+00
9.583200E-04,-3.98633E-02,-1.15761E+00
9.585600E-04,-4.08398E-02,-1.15761E+00
9.588000E-04,-4.37695E-02,-1.14657E+00
9.590400E-04,-3.79102E-02,-1.13554E+00
9.592800E-04,-3.88867E-02,-1.15761E+00
9.595200E-04,-3.49805E-02,-1.15209E+00
9.597600E-04,-3.88867E-02,-1.15761E+00
9.600000E-04,-4.08398E-02,-1.14657E+00
9.602400E-04,-3.79102E-02,-1.13554E+00
9.604800E-04,-4.08398E-02,-1.14657E+00
9.607200E-04,-3.98633E-02,-1.13002E+00
9.609600E-04,-3.98633E-02,-1.11899E+00
9.612000E-04,-3.98633E-02,-1.13002E+00
9.614400E-04,-4.18164E-02,-1.11899E+00
9.616800E-04,-4.18164E-02,-1.10795E+00
9.619200E-04,-4.08398E-02,-1.10243E+00
9.621600E-04,-3.88867E-02,-1.11347E+00
9.624000E-04,-3.69336E-02,-1.07485E+00
9.626400E-04,-3.98633E-02,-1.09140E+00
9.628800E-04,-3.79102E-02,-1.06933E+00
9.631200E-04,-3.88867E-02,-1.08036E+00
9.633600E-04,-3.98633E-02,-1.07485E+00
9.636000E-04,-3.98633E-02,-1.04174E+00
9.638400E-04,-4.08398E-02,-1.06381E+00
9.640800E-04,-3.88867E-02,-1.06381E+00
9.643200E-04,-3.69336E-02,-1.03071E+00
9.645600E-04,-3.88867E-02,-1.06381E+00
9.648000E-04,-3.88867E-02,-1.03071E+00
9.650400E-04,-3.88867E-02,-1.04174E+00
9.652800E-04,-3.98633E-02,-1.04174E+00
9.655200E-04,-3.79102E-02,-1.02519E+00
9.657600E-04,-3.79102E-02,-1.03622E+00
9.660000E-04,-3.88867E-02,-1.01967E+00
9.662400E-04,-4.18164E-02,-1.00864E+00
9.664800E-04,-3.98633E-02,-9.97600E-01
9.667200E-04,-3.98633E-02,-1.01415E+00
9.669600E-04,-3.98633E-02,-1.01967E+00
9.672000E-04,-3.79102E-02,-1.01967E+00
9.674400E-04,-4.27930E-02,-1.00312E+00
9.676800E-04,-4.47461E-02,-1.01415E+00
9.679200E-04,-3.98633E-02,-9.92083E-01
9.681600E-04,-4.08398E-02,-9.86565E-01
9.684000E-04,-3.98633E-02,-9.86565E-01
9.686400E-04,-3.79102E-02,-9.70012E-01
9.688800E-04,-3.88867E-02,-9.64495E-01
9.691200E-04,-3.98633E-02,-9.70012E-01
9.693600E-04,-3.79102E-02,-9.70012E-01
9.696000E-04,-4.08398E-02,-9.36907E-01
9.698400E-04,-3.79102E-02,-9.42424E-01
9.700800E-04,-4.08398E-02,-9.31389E-01
9.703200E-04,-4.08398E-02,-9.42424E-01
9.705600E-04,-3.88867E-02,-9.31389E-01
9.708000E-04,-3.98633E-02,-9.31389E-01
9.710400E-04,-3.98633E-02,-9.25872E-01
9.712800E-04,-3.88867E-02,-9.47942E-01
9.715200E-04,-3.79102E-02,-9.20354E-01
9.717600E-04,-4.18164E-02,-9.25872E-01
9.720000E-04,-4.08398E-02,-9.20354E-01
9.722400E-04,-3.88867E-02,-9.42424E-01
9.724800E-04,-3.59570E-02,-8.98284E-01
9.727200E-04,-4.27930E-02,-9.03801E-01
9.729600E-04,-3.98633E-02,-9.03801E-01
9.732000E-04,-3.88867E-02,-8.98284E-01
9.734400E-04,-3.98633E-02,-8.76213E-01
9.736800E-04,-3.88867E-02,-8.92766E-01
9.739200E-04,-4.08398E-02,-8.87249E-01
9.741600E-04,-4.08398E-02,-8.87249E-01
9.744000E-04,-3.88867E-02,-8.65178E-01
9.746400E-04,-3.88867E-02,-8.70696E-01
9.748800E-04,-4.27930E-02,-8.43108E-01
9.751200E-04,-4.08398E-02,-8.48626E-01
9.753600E-04,-4.18164E-02,-8.37590E-01
9.756000E-04,-4.37695E-02,-8.43108E-01
9.758400E-04,-3.49805E-02,-8.21038E-01
9.760800E-04,-4.08398E-02,-8.26555E-01
9.763200E-04,-3.79102E-02,-8.21038E-01
9.765600E-04,-3.79102E-02,-8.37590E-01
9.768000E-04,-4.18164E-02,-8.43108E-01
9.770400E-04,-4.08398E-02,-8.37590E-01
9.772800E-04,-4.08398E-02,-8.37590E-01
9.775200E-04,-4.18164E-02,-8.04485E-01
9.777600E-04,-4.18164E-02,-8.10003E-01
9.780000E-04,-4.18164E-02,-8.04485E-01
9.782400E-04,-4.37695E-02,-7.93450E-01
9.784800E-04,-3.79102E-02,-8.04485E-01
9.787200E-04,-4.18164E-02,-7.82415E-01
9.789600E-04,-4.08398E-02,-7.93450E-01
9.792000E-04,-3.98633E-02,-7.76897E-01
9.794400E-04,-3.88867E-02,-7.87932E-01
9.796800E-04,-4.08398E-02,-7.65862E-01
9.799200E-04,-4.37695E-02,-7.76897E-01
9.801600E-04,-4.08398E-02,-7.54827E-01
9.804000E-04,-4.08398E-02,-7.65862E-01
9.806400E-04,-3.98633E-02,-7.43792E-01
9.808800E-04,-4.08398E-02,-7.49309E-01
9.811200E-04,-4.18164E-02,-7.38274E-01
9.813600E-04,-3.88867E-02,-7.43792E-01
9.816000E-04,-3.79102E-02,-7.32756E-01
9.818400E-04,-4.08398E-02,-7.10686E-01
9.820800E-04,-4.27930E-02,-7.38274E-01
9.823200E-04,-4.37695E-02,-7.21721E-01
9.825600E-04,-3.98633E-02,-7.16204E-01
9.828000E-04,-4.08398E-02,-7.16204E-01
9.830400E-04,-3.98633E-02,-6.94133E-01
9.832800E-04,-4.08398E-02,-7.10686E-01
9.835200E-04,-4.08398E-02,-6.99651E-01
9.837600E-04,-4.18164E-02,-7.16204E-01
9.840000E-04,-4.27930E-02,-7.05169E-01
9.842400E-04,-4.08398E-02,-7.21721E-01
9.844800E-04,-4.08398E-02,-6.88616E-01
9.847200E-04,-4.08398E-02,-6.99651E-01
9.849600E-04,-4.08398E-02,-6.83098E-01
9.852000E-04,-4.08398E-02,-6.83098E-01
9.854400E-04,-4.18164E-02,-6.77581E-01
9.856800E-04,-4.18164E-02,-6.83098E-01
9.859200E-04,-4.08398E-02,-6.61028E-01
9.861600E-04,-3.79102E-02,-6.44475E-01
9.864000E-04,-3.98633E-02,-6.61028E-01
9.866400E-04,-3.98633E-02,-6.38958E-01
9.868800E-04,-3.88867E-02,-6.44475E-01
9.871200E-04,-3.98633E-02,-6.38958E-01
9.873600E-04,-3.79102E-02,-6.16887E-01
9.876000E-04,-3.98633E-02,-6.05852E-01
9.878400E-04,-4.08398E-02,-6.16887E-01
9.880800E-04,-4.08398E-02,-6.22405E-01
9.883200E-04,-4.08398E-02,-6.16887E-01
9.885600E-04,-3.88867E-02,-6.33440E-01
9.888000E-04,-4.27930E-02,-6.16887E-01
9.890400E-04,-4.27930E-02,-6.05852E-01
9.892800E-04,-4.08398E-02,-6.00335E-01
9.895200E-04,-4.27930E-02,-6.05852E-01
9.897600E-04,-4.37695E-02,-5.83782E-01
9.900000E-04,-3.88867E-02,-6.00335E-01
9.902400E-04,-3.88867E-02,-5.83782E-01
